,FEATURE REQUEST,DuplicatedCode,LargeClass,LongMethod,ExtractInterface,ExtractMethod,ExtractSuperclass,InlineMethod,MoveAndRenameClass,MoveAttribute,MoveClass,MoveMethod,PullUpAttribute,PullUpMethod,PushDownAttribute,PushDownMethod,RenameClass,RenameMethod
2676,add  percolumn  family  metric  right  region  server  level  statistic  however  readwrite  flow  varies  lot  based  column  family  involved  add  dynamic  per  column  family  metric  jmx  track  column  family  individually,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2677,change  necessary  build  run  hadoop  023  modification  necessary  run  today  trunk  copypaste  versionedprotocol  hbase  ipc  package  upgrade  protobufs  240a  fix  one  test  testhfileoutputformat  new  taskattemptcontext  api  remove  illegal  access  private  member  fsnamesystem  test  use  reflection,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,make  hlog  resilient  write  pipeline  failure  current  implementation  hlog  rolling  recover  transient  error  write  pipeline  seems  two  problem  hloglogsyncer  trigger  ioexception  timebased  sync  operation  trigger  log  rolling  request  corresponding  catch  block  escaping  internal  loop  result  logsyncer  thread  exit  never  restarted  tell  even  log  rolling  successful  log  rolling  request  triggered  ioexception  sync  append  never  happen  entry  yet  written  log  mean  write  error  immediately  recovered  extends  exposure  error  occurring  pipeline  addition  seems  like  able  better  handle  transient  problem  like  rolling  restart  datanodes  hbase  regionservers  running  currently  reliably  cause  regionserver  abort  log  rolling  either  append  timebased  sync  trigger  initial  ioexception  initiating  log  rolling  request  however  log  rolling  fails  closing  current  writer  datanodes  bad  causing  regionserver  abort  case  seems  like  least  allow  option  continue  new  writer  abort  subsequent  error,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2679,need  flush  regionserver  rather  table  option  evening  needed  clean  log  cluster  log  regionserver  let  go  log  need  edits  emptied  memory  flush  table  region  need  able  flush  regionserver  need  add,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2680,update  protobuf  dependency  240a  hadoop  trunk  using  version  protobufs  incompatibility  make  impossible  hbase  coexist  need  regenerate  code  240a  update  pom,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2681,allow  loadbalancer  pluggable  everyone  seems  want  something  different  load  balancer  people  want  low  latency  simplicity  total  control  seems  like  point  load  balancer  cant  thing  people  something  akin  hadoop  jts  pluggable  scheduler  seems  like  enable  solution  without  making  code  much  complex,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
2682,optimize  flushing  store  cache  max  version  new  min  version  discussed  jon  room  improvement  memstore  flushed  disk  currently  expired  kv  pruned  flushing  also  prune  version  find  least  maxversions  version  memstore  hold  new  minversion  feature  find  least  minversion  version  store  remove  version  expired  generally  use  mechanism  used  compaction  ie  storescanner  need  add  scanner  memstore  scan  along  current  snapshot,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2683,assignmentmanager  debug  log  info  level  metaroot  region  master  debug  log  quite  verbose  people  dont  usually  trying  debug  cluster  bad  state  due  meta  root  issue  really  helpful  info  transition  info  important  region  always  log  detail  info  level,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2684,add  debugging  dump  servlet  master  regionserver  debugging  cluster  would  nice  single  textonly  page  curled  used  debugging  servlet  include  following  info  build  version  monitored  task  status  server  list  recently  aborted  region  server  see  hbase4275  region  transition  executor  pool  status  see  hbase4281  stack  trace  thread  configuration  last  n  kb  server  log,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2685,performance  scanner  getrow  return  map  duplicate  data  right  whenever  get  back  multiple  cell  worth  data  time  map  hstorekeybyte  mean  duplicated  text  row  long  timestamp  least  every  cell  quite  bit  wasted  also  mean  lot  translation  every  time  could  create  new  writable  contains  one  row  one  timestamp  map  textbyte,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2686,update  thrift  070  new  version  thrift  070  feature  bug  fix  could  useful  include  next  release  hbase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2687,remove  duplicated  code  put  delete  get  scan  multiput  came  discussion  stack  wrt  hbase2195  currently  lot  duplicated  code  especially  put  delete  also  operation  example  putdeletegetscan  attribute  exactly  code  class  put  delete  also  familymap  row  rowlock  timestamp  etc  one  way  introduce  operationwithattributes  extends  operation  putdeletegetscan  extend  rather  operation  addition  put  delete  could  extends  mutation  would  extend  operationwithattributes  static  inheritance  hierarchy  desired  use  delegation,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2688,add  decent  heuristic  region  size  u  brainstorming  morning  default  region  size  general  point  made  way  better  toolarge  toosmall  since  always  split  table  cant  merge  region  currently  hfile  v2  multithreaded  compaction  fewer  reason  avoid  verylarge  region  10gb  small  table  may  want  small  region  size  distribute  load  better  across  cluster  big  table  multigb  probably  best,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2689,hbaseadminassign  use  force  flag  hbaseadminassign  code  public  void  assignfinal  byte  regionname  final  boolean  force  throw  masternotrunningexception  zookeeperconnectionexception  ioexception  getmasterassignregionname  force  code  hmaster  call  code  pairhregioninfo  servername  pair  metareadergetregionthiscatalogtracker  regionname  pair  null  throw  new  unknownregionexceptionbytestostringregionname  cphost  null  cphostpreassignpairgetfirst  force  return  assignregionpairgetfirst  cphost  null  cphostpostassignpairgetfirst  force  code  force  flag  getting  used  may  need  update  javadoc  provide  force  flag  parameter  going  use,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2690,move  block  cache  parameter  reference  single  cacheconf  class  storefile  hfile  currently  use  boolean  argument  various  block  cache  configuration  parameter  exist  number  parameter  going  continue  increase  look  compressed  cache  delta  encoding  specific  l1l2  configuration  every  new  config  currently  requires  changing  many  constructor  introduces  new  boolean  move  everything  single  class  modification  much  le  disruptive,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2691,provide  access  rpcserver  instance  regionserverservices  case  regionobserver  coprocessors  may  want  directly  access  running  rpcserver  instance  region  server  token  based  authentication  example  needed  coprocessor  interact  secretmanager  validates  authentication  token  secure  rpc  engine  addition  async  call  handling  serverside  becomes  additionally  important  coprocessors  want  send  back  delayed  response  client  case  coprocessor  would  need  able  call  rpcservergetcurrentcall  send  back  response  propose  add  access  rpcserver  regionserverservices  code  return  reference  region  server  rpc  server  public  rpcserver  getrpcserver  code  simultaneously  drop  existing  regionserverservicesgetrpcmetrics  method  since  could  accessed  via  rpcservergetrpcmetrics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2692,move  clientscanner  htable  see  hbase1935  motivation  clientscanner  able  exist  outside  htable  also  add  abstract  client  scanner  easy  development  new  client  side  scanner  parallel  scanner  per  region  scanner,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2693,run  aggressive  compaction  peak  hour  number  iop  disk  top  rack  bandwidth  utilization  peak  hour  much  lower  peak  hour  depending  application  usage  pattern  utilize  knowledge  improve  performance  hbase  cluster  increasing  compact  selection  ratio  much  larger  value  offpeak  hour  otherwise  increasing  hbasehstorecompactionratio  12  default  hbasehstorecompactionratiooffpeak  5  default  help  reduce  average  number  file  per  store,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2694,lazyseek  optimization  storefile  scanner  previously  several  storefiles  column  family  region  would  seek  merge  result  even  though  rowcolumn  looking  might  recent  smallest  file  prioritize  read  file  check  recent  file  first  done  lazy  seek  pretend  next  value  storefile  seekrow  seekcolumn  lasttimestampinstorefile  earlier  kv  order  anything  might  actually  occur  file  dont  find  result  earlier  file  fake  kv  bubble  top  kv  heap  real  seek  done  expected  significantly  reduce  amount  disk  io  09222011  dark  launch  testing  measurement  joint  work  liyin  tang  huge  thanks  many  helpful  discussion  idea  putting  fake  kv  highest  timestamp  storefile  scanner  priority  queue,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2695,ability  application  store  metadata  transaction  log  mysql  allows  application  store  arbitrary  blob  along  transaction  transaction  log  jira  similar  feature  request  hbase  use  case  follows  application  one  data  center  store  blob  data  along  transaction  replication  software  pick  blob  transaction  log  hand  another  instance  application  running  remote  data  center  b  application  b  responsible  applying  remote  hbase  cluster  also  handle  conflict  resolution,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2696,increment  operation  release  rowlock  syncing  hlog  allows  better  throughput  hot  rowsi  seen  change  make  single  row  update  improve  400  incrementssecserver  4000  incrementssecserver,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2697,better  key  splitting  regionsplitter  regionsplitter  utility  allows  user  create  presplit  table  command  line  rolling  split  existing  table  support  pluggable  split  algorithm  implement  splitalgorithm  interface  onlydefault  splitalgorithm  one  assumes  key  fall  range  ascii  string  00000000  ascii  string  7fffffff  sane  default  seems  useless  user  user  likely  surprised  fact  region  split  occur  byte  range  ascii  character  better  default  split  algorithm  would  one  evenly  divide  space  byte  patch  making  table  five  region  would  split  x33x33  x66x66  x99x99  xccxcc  xffxff,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2698,catalogtracker  identity  crisis  need  cutback  scope  ct  need  good  reworking  id  suggest  scope  cut  way  deal  zk  transaction  rather  zk  reading  meta  location  hbase  hconnection  purveyor  hregioninterfaces  meta  root  server  abortable  verifier  catalog  location  done  would  suggest  better  belongs  zk  package  meta  class  move  client  package  here  messy  note  added  head  ct  class  hbase3446  spent  time  trying  make  ct  code  todo  class  need  rethink  original  intent  would  onestopshop  root  meta  location  would  get  info  reading  watching  zk  state  class  used  server  needed  know  root  meta  movement  also  clientside  inside  htable  rather  figure  root  meta  location  fault  client  would  instead  get  notification  zk  original  intent  frustrated  fact  class  read  hbase  table  root  table  figure  meta  region  location  mean  depend  hconnection  hconnection  retrying  also  mechanism  finding  root  meta  location  verifying  try  location  fails  new  lookup  etc  least  hconnection  htable  cant  ct  since  ct  need  hconnection  even  want  ht  ct  ht  keep  session  zk  rather  shouldnt  like  asynchbase  wed  open  connection  zk  read  need  let  connection  go  fix  make  root  meta  address  wholey  zk  zk  root  hbase  table  meta  even  class  verification  location  making  call  hconnection  root  meta  lookup  isnt  verification  useless  since  return  whatever  dependent  result  call  need  use  hconnection  verified  may  change  meantime  hconnection  us  ct  primitive  root  meta  tracker  finding  root  location  meta  moved  zk  class  may  make  sense  meantime  cohere  watch  meta  root  verification  let  hconnection  since  going  done  ultimately  anyways  class  spread  throughout  codebase  need  reigned  class  used  serverside  even  move  meta  location  zk  currently  used  client  package  used  metareader  metaeditor  class  usually  get  configuration  using  indirectly  asking  hconnection  configuration  even  used  get  hconnection  end  stack  10232011  code,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2699,hbck  improve  region  map  output  hbase4375  added  region  coverage  visualization  hbck  detail  mode  user  binary  row  key  output  difficult  parse  awksed  pull  program  numeric  excel  capable  handling  tsv  formatted  data  patch  improves  output  using  bytestostringbinary  escape  binary  instead  bytestostring  printing  key  suggests  repair  action  collect  problem  group  group  region  overlapping,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2700,remove  htabledescriptor  hregioninfo  hregioninfo  every  region  hbase  currently  hregioninfo  also  contains  htabledescriptor  schema  mean  store  schema  n  time  n  number  region  table  additionally  every  region  table  region  server  open  copy  schema  thus  stored  memory  open  region  hregioninfo  merely  contained  table  name  htabledescriptor  could  stored  separate  file  easily  found,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2701,put  operation  release  rowlock  syncing  hlog  allows  better  throughput  hot  row  single  row  update  improves  100  putssecserver  5000  putssecserver,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2702,avoid  top  row  seek  dedicated  bloom  filter  delete  family  bloom  filter  previous  jira  hbase4469  avoid  top  row  seek  operation  rowcol  bloom  filter  enabled  jira  try  avoid  top  row  seek  case  creating  dedicated  bloom  filter  delete  family  subtle  use  case  interested  top  row  empty  column  example  interested  row1cf11put  seek  top  row  row1cf1maxtsmaximum  delete  family  bloom  filter  say  delete  family  avoid  top  row  seek  return  fake  kv  last  kv  row  createlastonrowcol  way  already  missed  real  kv  interested  solution  problem  disable  optimization  trying  getscan  row  empty  column  evaluation  testseekoptimization  previously  bloomnone  comprnone  total  seek  without  optimization  2506  optimization  1714  6840  saving  3160  bloomrow  comprnone  total  seek  without  optimization  2506  optimization  1714  6840  saving  3160  bloomrowcol  comprnone  total  seek  without  optimization  2506  optimization  1458  5818  saving  4182  bloomnone  comprgz  total  seek  without  optimization  2506  optimization  1714  6840  saving  3160  bloomrow  comprgz  total  seek  without  optimization  2506  optimization  1714  6840  saving  3160  bloomrowcol  comprgz  total  seek  without  optimization  2506  optimization  1458  5818  saving  4182  get  10  seek  saving  rowcol  bloom  filter  enabledhbase4469  change  bloomnone  comprnone  total  seek  without  optimization  2506  optimization  1458  5818  saving  4182  bloomrow  comprnone  total  seek  without  optimization  2506  optimization  1458  5818  saving  4182  bloomrowcol  comprnone  total  seek  without  optimization  2506  optimization  1458  5818  saving  4182  bloomnone  comprgz  total  seek  without  optimization  2506  optimization  1458  5818  saving  4182  bloomrow  comprgz  total  seek  without  optimization  2506  optimization  1458  5818  saving  4182  bloomrowcol  comprgz  total  seek  without  optimization  2506  optimization  1458  5818  saving  4182  get  10  seek  saving  kind  bloom  filter,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2703,allow  cf  retain  deleted  row  parent  allows  cluster  retain  row  ttl  keep  minimum  number  version  however  client  deletes  row  version  older  delete  tomb  stone  remove  next  major  compaction  even  memstore  flush  see  hbase4241  way  retain  version  guard  software  error  see  two  option  1  add  new  flag  hcolumndescriptor  something  like  retaindeleted  2  fold  parent  change  ie  keep  minimumnumberofversions  version  even  past  delete  marker  1  would  allow  flexibility  2  come  somewhat  naturally  parent  user  viewpoint  comment  option,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2704,refactor  testopenedregionhandler  testopenregionhandler  improvement  task  taken  refactor  testopenedregionandler  testopenregionhandler  mockserver  mockregionserverservices  accessed  common  utility  package  one  testcases  testopenedregionhandler  need  start  cluster  also  moving  common  package  help  mocking  server  future  testcases,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2705,ability  specify  custom  startend  regionsplitter  hbase4489  changed  default  endkey  hexstringsplit  7fff  ffff  correct  existing  user  090  regionsplitter  7fff  end  key  schema  last  region  split  properly  new  code  need  let  user  specify  custom  startend  key  range  situation  like  arise  optimally  also  write  startend  key  meta  could  figure  implicitly  instead  requiring  user  explicitly  specify,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2706,prefix  compression  trie  data  block  encoding  hbase  data  block  format  room  2  significant  improvement  application  high  block  cache  hit  ratio  first  prefix  compression  current  keyvalue  format  somewhat  metadata  heavy  tremendous  memory  bloat  many  common  data  layout  specifically  long  key  short  value  second  random  access  keyvalues  inside  data  block  mean  every  time  double  datablock  size  average  seek  time  average  cpu  consumption  go  factor  2  standard  64kb  block  size  10x  slower  random  seek  4kb  block  size  block  size  small  4kb  cause  problem  elsewhere  using  block  size  256kb  1mb  may  efficient  disk  access  blockcache  perspective  many  bigdata  application  infeasible  random  seek  perspective  prefixtrie  block  encoding  format  attempt  solve  problem  feature  trie  format  row  key  encoding  completely  eliminates  duplicate  row  key  encodes  similar  row  key  standard  trie  structure  also  save  lot  space  column  family  currently  stored  beginning  block  could  easily  modified  allow  multiple  family  name  per  block  qualifier  block  stored  trie  format  caters  nicely  wide  row  duplicate  qualifers  row  eliminated  size  trie  determines  width  block  qualifier  fixedwidthint  minimum  timestamp  stored  beginning  block  delta  calculated  maximum  delta  determines  width  block  timestamp  fixedwidthint  block  structured  metadata  beginning  section  row  trie  column  trie  timestamp  delta  value  work  done  row  trie  every  leaf  node  corresponding  row  contains  list  offsetsreferences  corresponding  cell  row  cell  fixedwidth  enable  binary  searching  represented  1  byte  operationtype  x  byte  qualifier  offset  x  byte  timestamp  delta  offset  operation  type  block  zero  percell  overhead  timestamps  qualifier  get  chance  compression  aspect  strong  make  small  sacrifice  varint  size  enable  faster  binary  search  trie  fanout  node  compressed  slower  version  might  build  also  applying  suffix  etc  compression  trie  node  cost  slower  write  speed  even  compression  could  obtained  using  vints  instead  fints  sacrifice  random  seek  speed  though  huge  one  current  drawback  current  write  speed  programmed  good  construct  like  treemaps  bytebuffers  binary  search  etc  programmed  level  optimization  read  path  work  need  done  optimize  data  structure  used  encoding  could  probably  show  10x  increase  still  slower  delta  encoding  much  higher  decode  speed  yet  created  thorough  benchmark  write  speed  sequential  read  speed  though  trie  reaching  point  internally  efficient  probably  within  half  quarter  max  read  speed  way  hbase  currently  us  far  optimal  keyvaluescanner  related  class  iterate  trie  eventually  need  smarter  method  thing  like  skipping  next  row  result  without  scanning  every  cell  accomplished  also  allow  much  faster  compaction  full  row  key  compared  often  current  code  github  trie  code  separate  project  slightly  modified  hbase  hbase  project  well  deltaencoding  patch  applied  build  top  httpsgithubcomhotpadshbasetreeprefixtrie1  httpsgithubcomhotpadshbaseprefixtrietreehcellscanners  ill  follow  later  implementation  idea,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2707,always  cache  index  bloom  block  would  add  new  boolean  config  option  hfileblockcachedatablocks  default  would  true  setting  false  allows  hbase  mode  index  block  cached  useful  analytical  scenario  useful  working  set  data  cannot  expected  fit  aggregate  cache  equivalent  setting  cacheblocks  false  scan  including  scan  behalf  get  would  like  get  general  feeling  folk  think  change  would  simple  update  mikhail  probably  dont  need  new  conf  option  instead  make  index  block  cached  default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2708,streamline  hstore  startup  compaction  several  useful  patch  streamline  hstore  startup  compaction  part  abandoned  change  hbase69  incorporated,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2709,improvement  test  global  possible  make  test  using  default  cluster  configuration  number  region  1  instead  2  3  allows  faster  stopstart  step  toward  shared  cluster  configuration  sleep  lower  remove  sleep  based  synchronisation  test  hbasetestingutility  testglobalmemstoresize  testadmin  testcoprocessorendpoint  testhfileoutputformat  testlrublockcache  testservercustomprotocol  testreplicationsink  optimize  put  setting  setwritetowal  false  put  big  loop  done  test  rely  wal  local  issue  testtableinputformatscan  fully  deletes  hadooptmpdir  directory  teardown  make  impossible  use  another  test  using  directory  testidlock  log  much  9000  line  per  second  test  time  lowered  15  second  make  part  small  subset  testmemoryboundedlogmessagebuffer  useless  systemoutprintln  iohfiletestreseekto  useless  systemoutprintln  testtableinputformat  shutdown  cluster  testglobalmemstore  shutdown  cluster  restclienttestremoteadmin  simplified  use  local  admin  single  test  instead  two  hbasetestingutilityensuresomeregionserversavailable  start  one  server  start  number  missing  server  instead  testmergetool  startsstops  dfs  cluster  hbasetestingutility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2710,use  random  zk  client  port  unit  test  run  parallel  hardcoded  zk  client  port  long  problem  running  hbase  test  suite  parallel  mini  zk  cluster  run  random  free  port  port  passed  part  unit  test  need  talk  mini  cluster  fact  randomizing  port  expose  lot  place  code  new  configuration  instantiated  result  client  try  talk  default  zk  client  port  time  initial  fix  089fb  already  allows  run  unit  test  parallel  10  minute  fix  trunk  follow,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2711,dont  create  unnecessary  linkedlist  evicting  blockcache  evicting  blockcache  code  creates  linkedlist  containing  every  single  block  sorted  access  time  list  created  priorityqueue  dont  believe  necessary  priorityqueue  used  directly,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2712,naming  error  testhlogutils  softvaluesortedmaptest  softvaluesortedmaptest  test  junit  one  tend  think  called  dont  know  used  testhlogutils  wrong  name  test  helper  confuses  script  looking  test  would  seems  better  thing  rename  anything  special  keep  history  attached  file,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2713,pertable  columnfamily  metric  configurable  table  name  inclusion  kept  adding  granular  block  read  block  cache  usage  statistic  combinatorial  explosion  various  case  monitor  started  happen  especially  wanted  pertablecolumn  familyblock  type  statistic  aggregate  statistic  various  subset  dimension  unclutters  hfile  reader  lrublockcache  storefile  etc  creating  centralized  class  know  update  kind  pertablecfblock  type  counter  table  name  column  family  configuration  pushed  base  class  schemaconfigured  convenient  many  existing  class  property  hfile  readerswriters  hfile  block  etc  base  class  whether  collect  pertable  columnfamily  percolumnfamily  metric  configured  hbasemetricsshowtablename  configuration  key  dont  expect  configuration  change  runtime  cache  setting  statically  log  warning  attempt  made  flip  already  set  way  dont  pas  configuration  lot  place  eg  everywhere  hfile  reader  instantiated  thanks  liyin  initial  version  pertable  metric  patch  lot  valuable  feedback,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2714,improve  rowcounter  count  row  specific  key  range  currently  rowcounter  mr  package  simple  map  job  full  scan  table  enhance  utility  let  user  specify  key  range  count  number  row  range,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2715,sleep  synchronisation  improvement  test  multiple  small  change  commiters  removing  sleep  made  visible  bug  jvmclusterutilhmasterwaitforserveronline  add  synchro  point  may  want  review  jvmclusterutilhmasterwaitforserveronline  removed  condition  never  met  test  c  c  added  new  synchronization  point  assignementmanagerwaitforassignment  add  timeout  wait  stuck  notification  received  wait  hmasterloop  use  notification  instead  1  sleep  hregionserverwaitforserveronline  new  method  used  jvmclusterutilwaitforserveronline  replace  1  sleep  notification  hregionservergetmaster  1  sleep  replaced  one  01s  sleep  one  02s  sleep  hregionserverstop  use  notification  sleeper  lower  shutdown  05s  zookeepernodetrackerstart  replace  recursive  call  loop  zookeepernodetrackerblockuntilavailable  add  timeout  wait  stuck  notification  received  wait  hbasetestingutilityexpiresession  use  timeout  1  instead  5  testzookeepertestclientsessionexpired  use  timeout  1  instead  5  change  hbasetestingutility  60  faster  testregionrebalancingwaitforallregionsassigned  use  sleep  02s  instead  1  testrestartclustertestclusterrestart  send  table  creation  together  check  creation  faster  testhlog  shutdown  whole  cluster  instead  dfs  standard  jvmclusterutilstartup  lower  sleep  1  01s  hconnectionmanagerclose  zookeeper  name  debug  message  hconnectionmanager  connection  close  always  null  set  null  delete,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2716,percf  set  rpc  metric  porting  percf  set  metric  rpc  time  response  size  089fb  trunk  mutation  signature  set  column  family  involved  rpc  request  increment  several  metric  allowing  monitor  access  pattern  deal  guarding  explosion  number  metric  hbase4638  might  even  implemented  part  jira,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2717,support  reverse  scan  reversed  scan  mean  scan  row  backward  startrow  bigger  stoprow  reversed  scan  example  following  row  aaac1q1value1  aaac1q2value2  bbbc1q1value1  bbbc1q2value2  cccc1q1value1  cccc1q2value2  dddc1q1value1  dddc1q2value2  eeec1q1value1  eeec1q2value2  could  reversed  scan  ddd  bbbexclude  like  scan  scan  new  scan  scansetstartrowddd  scansetstoprowbbb  scansetreversedtrue  forresult  resulthtablegetscannerscan  systemoutprintlnresult  aslo  could  reversed  scan  shell  like  hbase  scan  tablereversed  truestartrowddd  stoprowbbb  output  dddc1q1value1  dddc1q2value2  cccc1q1value1  cccc1q2value2  documentation  find  hbase  say  want  forward  reverse  scan  build  2  table  one  ascending  one  descending  fundamental  reason  hbase  support  forward  scan  seems  like  lot  extra  space  overhead  coding  overhead  keep  sync  support  2  table  assuming  discussed  cant  find  discussion  anywhere  would  infeasible,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2718,distributed  log  splitting  coding  enhancement  make  easier  understand  semantics  change  reviewing  distributed  log  splitting  feature  found  cosmetic  issue  make  code  hard  understand  great  fix  issue  semantic  change,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2719,make  thrift  server  thread  pool  bounded  add  commandline  ui  test  started  internal  hotfix  found  thrift  server  spawned  15000  thread  bound  thread  pool  size  added  custom  thread  pool  server  implementation  called  hbasethreadpoolserver  hbase  codebase  made  following  parameter  configurable  command  line  config  setting  minworkerthreads  maxworkerthreads  maxqueuedrequests  increasing  load  server  creates  new  thread  every  connection  pool  size  reach  minworkerthreads  server  put  new  connection  queue  creates  new  thread  queue  full  attempt  create  new  thread  fails  server  drop  connection  default  tthreadpoolserver  would  crash  case  never  happened  thread  pool  unbounded  server  would  hang  indefinitely  consume  lot  memory  cause  huge  latency  spike  client  side  another  part  fix  refactoring  unit  testing  commandline  part  thrift  server  logic  sufficiently  complicated  existing  thriftserver  class  test  part  new  testthriftservercmdline  test  start  thrift  server  random  port  various  combination  option  talk  client  api  another  thread,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2720,replace  hql  w  hbasefriendly  jirb  jython  shell  hbase  shell  useful  admin  debugging  tool  couple  downside  extend  fragile  parser  definition  need  tinkeringwith  new  java  class  must  added  current  test  suite  hql  lacking  coverage  current  code  could  rewrite  evolved  piecemeal  another  downside  presence  hql  interpreter  give  misimpression  hbase  like  sql  database  wish  issue  suggests  jettison  hql  instead  offer  user  jirb  jython  command  line  wed  ship  script  jrubyjython  class  wed  source  startup  thing  like  import  base  client  class  folk  wouldnt  remember  package  stuff  sat  added  prettyprint  scanner  getters  outputting  text  xhtml  binary  would  also  make  easy  hqlthings  jrubypython  script  advantage  alreadywritten  parser  need  extension  probing  deeper  hbase  ie  better  debugging  hql  could  ever  easy  extension  adding  scriptsmodules  rather  java  code  le  likely  hbase  could  confused  sql  db  downside  probably  verbose  requires  ruby  python  knowledge  everyone  know  sql  big  jruby  lib  24m  going  write  security  downside  hql  suffers  moment  though  possible  sort  update  selects  ui  prevent  modification  db  ui  something  would  hard  jrubyjython  parser  others  think,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2721,cellvalue  class  transporting  cell  timestamp  cell  value  simultaneously  get  method  take  timestamp  parameter  mean  least  old  x  handy  getting  data  fit  expectation  exist  however  result  get  back  doesnt  actually  contain  real  timestamp  cell  stored  example  let  say  write  stock  price  favorite  company  row  yhoo  cell  stockprice  take  default  timestamp  right  day  pass  want  get  recent  stock  price  yhoo  also  price  gathered  current  system  couldnt  without  also  scan  time  added  new  class  called  cellvalue  contained  byte  cell  value  well  long  timestamp  stored  could  return  instance  class  wherever  used  return  byte  could  used  get  method  getrow  getclosestatorbefore  etc  advantage  making  timestamp  firstclass  citizen  hbase  hasnt  far  thought,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2722,clean  log  message  code  recoverablezookeeper  recoverablezookeeper  number  log  message  comment  dont  really  read  correctly  piece  code  cleaned  simple  cleanup  shouldnt  actual  behavioral  change,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
